Timestamp,Age,Gender,Occupation,Home State,Language,School (If college student),Program enrolled,Factors affecting mental health,Areas of mental health concerns,"Escape Hours: Your Safe Space
A place where little things bring you peace, joy, comfort, helps to recharge, and find happiness.",What's your mental health status?,How would you scale your sensitivity?,"If you鈥檙e not feeling happy, or if you鈥檙e feeling low, what do you think is the biggest key reason behind it?","When you鈥檙e going through tough moments, what kind of comfort or support do you wish for from others?","Have you ever consulted a doctor that you鈥檙e dealing with a mental health issue? If yes, did you take help of medication or professional guidance?",How did you look after yourself and your mental health?,What do you feel now or what's your point of view about life when you have overcome your depressed phase?,If you have faced panic attacks/anxiety attack/other depression symptoms how you have faced it?,Do you find it easy to share your emotions and feelings with others?,If you have used AI platforms to share breakdown moments how did it respond?,"Compared to talking with friends, family, or professionals, how effective do you find AI in providing mental health support?","To what extent do you find AI helpful in managing stress, anxiety, or overall mental health?","If you have experienced bias in AI responses (e.g., stereotypes, insensitive replies based on your gender), please describe it briefly.",What improvement/what way AI should have responded to reach your emotions and thoughts?,Few words you would like to share which might help and encourage others
2025/10/12 11:34:14 am GMT+5:30,23,Female,College Students,Assam,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (ARTIFICIAL ENGINEERING & MACHINE LEARNING),Family,Depression;Anxiety / Panic attacks;Stress,Yes,6,3,Yes,No,Consulted doctor and took help of medication,Yes,Yes,Yes,Maybe,Negatively,Less effective,Not very helpful,No,No,No
2025/10/12 11:36:04 am GMT+5:30,25,Male,Student,Chandigarh,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH CIVIL ENGINEERING,Academic;Family;Friendship/social circles,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies,No,5,4,Yes,No,Consulted doctor and took help of medication,No,Yes,No,No,Negatively,Less effective,Neutral,No,No,No
2025/10/12 11:36:50 am GMT+5:30,21,Male,Student,West Bengal,Punjabi,SCHOOL OF MEDIA AND COMMUNICATION,B.A JOURNALISM & MASS COMMUNICATION,Academic;Physical appearance;Societal culture and discrimination;Financial independence;Media or social representation;Negative experiences (bully/harrasment),Stress;Loneliness;Low self esteem/motivation;Anger,Friends family,7,2,"Bullying, discrimination ",Healthy talk and food,No,Productivity,Nil,Nah,Maybe,Neutral,Less effective,Somewhat helpful,No,Don't know,Be healthy and happy
2025/10/12 11:54:28 am GMT+5:30,20,Female,student,Bihar,Hindi,SCHOOL OF EDUCATION,Others,Academic;Family;Love/Relationship;Societal culture and discrimination;Unequal freedom in choosing career paths;Double standards in freedom;Media or social representation;Work,Anxiety / Panic attacks;Stress;Self harm tendencies;Sleep issues;Phobias;Anger;Obsessive compulsive disorder (OCD);Bipolar disorder,"listening to podcast , board games",8,4,family conflict,spiritual peace,Consulted doctor and took help of medication,meditation,relieved,tried to do self harm,Maybe,Neutral,Less effective,Not very helpful,alienated,sensitivity analysis,"people say many things good and bad, just mind your business, do not accept unwanted advices"
2025/10/12 12:05:42 pm GMT+5:30,18,Female,student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,BCA,Academic;Family;Societal culture and discrimination;Unequal freedom in choosing career paths;Financial independence;Overthinking/isolation/self-worth struggles,Depression;Stress;Sleep issues;Loneliness;Obsessive compulsive disorder (OCD),"gardening , singing",7,3,"low self esteem , fear of failure","understanding, affection",No,"crying , isolating , sleeping",lighthearted,health concerns,No,Neutral,Much more effective,Somewhat helpful,"unheard, misunderstood","human oversight , explainable ai","just enjoy your life , find happiness in every little thing"
2025/10/12 12:24:09 pm GMT+5:30,20,Male,Student,Tripura,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (ARTIFICIAL ENGINEERING & MACHINE LEARNING),Societal culture and discrimination,Depression,"Spending time with friends,family",1,5,High racism for being too fair,Advices to overcome depression,Consulted doctor and took help of medication,Spending time with my people more and more,People have different types of mindset,Just realizing the situation and keeping myself busy,No,Neutral,Somewhat effective,Somewhat helpful,A little bit gender biasness AI responds more positivelyy,stop gender biasness,Focus on yourself
2025/10/12 12:41:23 pm GMT+5:30,24,Male,Employee,Karnataka,Kannada,Not applicable,Not applicable,Societal culture and discrimination;Overthinking/isolation/self-worth struggles;Work,Stress;Sleep issues;Loneliness;Anger;Obsessive compulsive disorder (OCD),"Reading, cycling , gaming ",6,2,"Work overload, perfectionism ","Encouragement, warm food, laughter ",No,"Small trips, walk, reading books",Enjoy small things,No,Maybe,Neutral,Less effective,Somewhat helpful,"Misinterpreted, unheard",Algorithmic fairness,Enjoy life. It's too short to stress about everything
2025/10/12 4:19:14 pm GMT+5:30,21,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (CYBER SECURITY),Academic;Family;Negative experiences (bully/harrasment);Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Sleep issues;Loneliness;Low self esteem/motivation;Anger,Ok,6,3,Not being in control,Moral support,No,By doing what I love the most,"Life is beautiful, always is, we should life it to the fullest",No,Yes,Positively,Less effective,Neutral,No,Response was adequate. No complaints,"Depression is a phase, overcome it and you'll see the joys life has in store for you."
2025/10/12 6:47:57 pm GMT+5:30,19,Female,Student,Assam,Assamese,SCHOOL OF LIBERAL ARTS AND CULTURE STUDIES,B.A POLITICAL SCIENCE & INTERNATIONAL RELATIONS,Friendship/social circles;Health issues;Societal culture and discrimination;Unequal freedom in choosing career paths;Religious and cultural traditions,Stress;Loneliness;Low self esteem/motivation;Obsessive compulsive disorder (OCD),"Gardening, cooking ",7,3,"Unrealistic expectations, physical illness ","Family, rest, kind words",No,"Napping, travel","Empowering, peaceful ",No,Yes,Neutral,Less effective,Somewhat helpful,Boring sometimes,less logical more emotional,"Love yourself, don't care about what others say "
2025/10/12 8:12:43 pm GMT+5:30,20,Male,Student,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH (COMPUTER SCIENCE ENGINEERING & BUSINESS SYSTEMS),Academic;Love/Relationship;Health issues,Depression;Anxiety / Panic attacks;Stress;Sleep issues,Beach walk,4,2,Loneliness,Verbal reassurance,Consulted doctor and took help of medication,Overthink,Peaceful,Sleeping,Maybe,Negatively,Same,Neutral,Unfair,Fair algorithms,Yoga
2025/10/12 8:17:46 pm GMT+5:30,21,Female,College Students,Assam,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH BIOMEDICAL ENGINEERING,Academic;Friendship/social circles;Sexuality and identity,Loneliness;Anger,Daydreaming,7,3,Academic pressure,Solitude,Consulted doctor and took help of medication,Family conflict,Stronger,Venting,No,Positively,Less effective,Not very helpful,Ignored,Bias auditing,Meditation
2025/10/12 8:34:09 pm GMT+5:30,20,Female,Student,Chandigarh,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (ARTIFICIAL ENGINEERING & MACHINE LEARNING),Double standards in freedom;Media or social representation,Depression;Anxiety / Panic attacks;Sleep issues,Stargazing,8,4,Work Overload,Quiet Presence,Consulted doctor and took help of medication,Relationship issues,Empowered,Talking,Maybe,Positively,Less effective,Not very helpful,Frustrating,Regular testing,Journaling
2025/10/12 8:40:42 pm GMT+5:30,25,Male,Teacher,Chandigarh,Punjabi,SCHOOL OF EDUCATION,B.A SOCIOLOGY,Academic;Love/Relationship;Friendship/social circles;Sexuality and identity,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies,Birdwatching,9,4,Financial stress,Kind words,No,Kind words,Work overload,Motivated,Maybe,Negatively,Same,Not very helpful,Frustrating,Transparent models,Cycling
2025/10/12 8:44:26 pm GMT+5:30,25,Female,Student,Jharkhand,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (ARTIFICIAL ENGINEERING & MACHINE LEARNING),Family;Health issues;Societal culture and discrimination,Anxiety / Panic attacks;Sleep issues;Phobias,Tea time,9,4,Low self esteem,Listening ear,Consulted doctor and took help of medication,Burnout,Calm,Traveling,Maybe,Negatively,Same,Not very helpful,Excluded,Ethical guidelines,Writing
2025/10/12 8:48:09 pm GMT+5:30,23,Male,College Students,Haryana,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (CLOUD COMPUTING),Academic;Love/Relationship;Health issues,Anxiety / Panic attacks;Self harm tendencies;Loneliness,Bath soak,10,4,Trauma,Hugs,No,Rejection,Empowered,Watching movies,Maybe,Negatively,Same,Not very helpful,Misrepresented,Human oversight,Napping
2025/10/12 8:51:49 pm GMT+5:30,27,Male,Student,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH MECHANICAL ENGINEERING,Academic;Love/Relationship;Health issues,Depression;Stress;Loneliness,Meditation,8,4,Social isolation,Validation,Consulted doctor and took help of medication,Loneliness,Stronger,Walking,No,Neutral,Same,Neutral,Hurt,Human oversight,Writing
2025/10/12 8:55:16 pm GMT+5:30,36,Female,Student,Delhi,Kashmiri,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.TECH COMPUTER SCIENCE ENGINEERING WITH SPECIALIZATION IN SAP,Academic;Family;Love/Relationship;Friendship/social circles,Depression;Stress;Self harm tendencies,Meditation,8,4,Academic pressure,Laughter,Consulted doctor and took help of medication,Bullying,Proud,Talking,No,Positively,Somewhat effective,Not very helpful,Unfair,Ethical guidelines,Journaling
2025/10/12 8:59:14 pm GMT+5:30,20,Female,Board games sleep deprivation,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH MECHANICAL ENGINEERING,Academic;Love/Relationship;Friendship/social circles,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Sleep issues,Hug,6,3,Burnout,Balanced,Consulted doctor and took help of medication,Listening music,Powerless,Human oversight,No,Positively,Same,Neutral,Distrusted,Human oversight,Painting
2025/10/12 9:02:29 pm GMT+5:30,23,Female,Student,Jharkhand,Hindi,SCHOOL OF BUSINESS,MBA,Academic;Love/Relationship;Physical appearance,Depression;Stress;Sleep issues,Movie night,8,4,Grief or loss,Understanding,Consulted doctor and took help of medication,Family conflict,Grateful,Venting,No,Positively,Somewhat effective,Somewhat helpful,Angry,Regular testing,Yoga
2025/10/12 9:06:31 pm GMT+5:30,25,Female,Student,Delhi,Hindi,SCHOOL OF EDUCATION,B.COM,Academic;Love/Relationship;Sexuality and identity;Negative experiences (bully/harrasment),Depression;Stress;Sleep issues;Loneliness,Crossword,7,4,Bullying,Adviced,Consulted doctor but didn't take medication help,Academic pressure,Balanced,Praying,Yes,Neutral,Less effective,Not very helpful,Frustrating,Feedback loops,Gardening
2025/10/12 9:10:37 pm GMT+5:30,27,Male,College Students,Gujarat,Gujarati,SCHOOL OF BUSINESS,MBA,Academic;Family;Love/Relationship;Friendship/social circles;Health issues;Sexuality and identity,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Loneliness,Puzzles,9,4,Relationship issues,Solitude,No,Failure fear,Hopeful,Talking,No,Negatively,Same,Not very helpful,Distrusted,Humans oversight,Napping
2025/10/12 9:14:28 pm GMT+5:30,23,Female,College,Haryana,Hindi,SCHOOL OF BUSINESS,MBA,Financial independence;Negative experiences (bully/harrasment);Physically disabled,Depression;Anger;Bipolar disorder,Tea time,8,4,Work Overload,Warm food,Consulted doctor and took help of medication,Sleep deprivation,Confident,Showering,No,Negatively,Same,Not very helpful,Invisible,Explainable Al,Skincare
2025/10/12 9:18:24 pm GMT+5:30,27,Male,College Students,Goa,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRICAL ENGINEERING,Academic;Family;Love/Relationship;Friendship/social circles;Health issues;Sexuality and identity,Depression;Anxiety / Panic attacks;Self harm tendencies;Sleep issues;Loneliness,Crossword,7,4,Financial stress,Company,Consulted doctor and took help of medication,Financial stress,Confident,Deep breathing,No,Negatively,Less effective,Not very helpful,Uncomfortable,Explainable AI,Netflix
2025/10/12 9:21:57 pm GMT+5:30,25,Male,College,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRICAL ENGINEERING,Academic;Family;Love/Relationship;Friendship/social circles;Sexuality and identity;Double standards in freedom;Negative experiences (bully/harrasment),Depression;Stress;Loneliness;Anger,Pet time,7,4,Grief,Warm food,No,Social isolation,Balanced,Walking,Maybe,Positively,Less effective,Neutral,Unheard,Ethical guidelines,Painting
2025/10/12 9:25:45 pm GMT+5:30,28,Male,Student,Bihar,Hindi,SCHOOL OF BUSINESS,MBA,Academic;Family;Love/Relationship;Physical appearance,Depression;Stress;Sleep issues,Coloring,6,3,Family conflict,Solitude,Consulted doctor and took help of medication,Grief or loss,Calm,Walking,Maybe,Positively,Somewhat effective,Not very helpful,Invisible,Algorithmic fairness,Napping
2025/10/12 9:30:05 pm GMT+5:30,28,Male,Student,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRICAL ENGINEERING,Academic;Love/Relationship;Physical appearance,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies,Daydreaming,6,4,Academic pressure,Music,Consulted doctor and took help of medication,Work Overload,Motivated,Invisible,Maybe,Negatively,Less effective,Not very helpful,Explainable AI,Bias auditing,Yoga
2025/10/12 9:33:47 pm GMT+5:30,26,Female,College,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (CLOUD COMPUTING),Academic;Friendship/social circles;Sexuality and identity;Unequal freedom in choosing career paths,Anxiety / Panic attacks;Self harm tendencies;Loneliness,Sketching,7,4,Work Overload,Laughter,Consulted doctor and took help of medication,Relationship issues,Confident,Meditation,Maybe,Negatively,Same,Not very helpful,Powerless,Diverse datasets,Gaming
2025/10/12 9:37:15 pm GMT+5:30,22,Female,Student,Chandigarh,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic;Family;Love/Relationship;Friendship/social circles;Physical appearance;Sexuality and identity,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Loneliness,Sunbathing,9,4,Family conflict,Company,Consulted doctor and took help of medication,Trauma,Clear minded,Walking,No,Negatively,Less effective,Not very helpful,Uncomfortable,Fair algorithms,Singing
